"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Oct 19 16:29:23 CST 2023","Thu Oct 19 16:32:06 CST 2023","162765","790_testcase","test_login","TestLogin","","","登录127.0.0.1:62001","用户正常登录"
"broken","Fri Nov 10 11:18:52 CST 2023","Fri Nov 10 11:18:52 CST 2023","0","274_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 21:04:55 CST 2023","Thu Nov 09 21:04:55 CST 2023","0","765_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 18:50:45 CST 2023","Thu Nov 09 18:50:45 CST 2023","0","52_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 22:20:20 CST 2023","Thu Nov 09 22:20:20 CST 2023","0","98_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:11:30 CST 2023","Thu Nov 09 20:11:30 CST 2023","0","729_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 14:01:14 CST 2023","Thu Nov 09 14:01:14 CST 2023","0","794_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:39:45 CST 2023","Thu Nov 09 11:39:45 CST 2023","0","237_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Wed Oct 18 23:20:08 CST 2023","Wed Oct 18 23:20:08 CST 2023","0","636_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 14:48:54 CST 2023","Thu Nov 09 14:48:54 CST 2023","0","476_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:43:42 CST 2023","Thu Nov 09 11:43:42 CST 2023","0","774_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:17:24 CST 2023","Thu Nov 09 20:17:24 CST 2023","0","942_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 21:06:05 CST 2023","Thu Nov 09 21:06:05 CST 2023","0","107_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:44:31 CST 2023","Thu Nov 09 20:44:31 CST 2023","0","619_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 15:40:33 CST 2023","Thu Nov 09 15:40:33 CST 2023","0","324_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"passed","Thu Nov 09 22:32:28 CST 2023","Thu Nov 09 22:32:54 CST 2023","26237","793_testcase","test_login","TestLogin","","","首页上滑T9Y0221C09002076","首页上滑"
"broken","Wed Oct 18 23:05:53 CST 2023","Wed Oct 18 23:05:53 CST 2023","0","6_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 15:18:19 CST 2023","Thu Nov 09 15:18:19 CST 2023","0","843_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 14:57:23 CST 2023","Thu Nov 09 14:57:23 CST 2023","1","788_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"passed","Thu Oct 19 14:41:33 CST 2023","Thu Oct 19 14:41:50 CST 2023","16336","739_testcase","test_login","TestLogin","","","首页上滑127.0.0.1:62001","首页上滑"
"passed","Fri Nov 10 11:20:40 CST 2023","Fri Nov 10 11:21:06 CST 2023","25884","133_testcase","test_login","TestLogin","","","首页上滑D5F7N18327001530","首页上滑"
"broken","Thu Nov 09 21:05:04 CST 2023","Thu Nov 09 21:05:04 CST 2023","0","790_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:43:41 CST 2023","Thu Nov 09 11:43:41 CST 2023","0","582_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:44:53 CST 2023","Thu Nov 09 11:44:53 CST 2023","0","569_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 19:08:51 CST 2023","Thu Nov 09 19:08:51 CST 2023","0","489_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 14:26:30 CST 2023","Thu Nov 09 14:26:30 CST 2023","0","298_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:17:15 CST 2023","Thu Nov 09 20:17:15 CST 2023","0","772_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"failed","Thu Nov 09 22:32:54 CST 2023","Thu Nov 09 22:34:24 CST 2023","89827","536_testcase","test_login","TestLogin","","","登录T9Y0221C09002076","用户正常登录"
"broken","Thu Nov 09 14:38:49 CST 2023","Thu Nov 09 14:38:49 CST 2023","0","22_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:16:33 CST 2023","Thu Nov 09 20:16:33 CST 2023","0","998_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 22:16:19 CST 2023","Thu Nov 09 22:16:19 CST 2023","0","867_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 22:18:32 CST 2023","Thu Nov 09 22:18:32 CST 2023","0","377_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 17:38:14 CST 2023","Thu Nov 09 17:38:14 CST 2023","0","945_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:45:03 CST 2023","Thu Nov 09 11:45:03 CST 2023","0","481_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 13:11:43 CST 2023","Thu Nov 09 13:11:43 CST 2023","0","155_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"passed","Mon Oct 23 23:14:22 CST 2023","Mon Oct 23 23:14:29 CST 2023","7261","35_testcase","test_login","TestLogin","","","首页上滑T9Y0221C09002076","首页上滑"
"broken","Thu Nov 09 18:47:17 CST 2023","Thu Nov 09 18:47:17 CST 2023","0","381_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 15:26:22 CST 2023","Thu Nov 09 15:26:22 CST 2023","0","938_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:50:32 CST 2023","Thu Nov 09 20:50:32 CST 2023","0","333_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 13:11:16 CST 2023","Thu Nov 09 13:11:16 CST 2023","0","175_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:52:52 CST 2023","Thu Nov 09 20:52:52 CST 2023","0","615_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 15:55:45 CST 2023","Thu Nov 09 15:55:45 CST 2023","0","176_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 20:20:22 CST 2023","Thu Nov 09 20:20:22 CST 2023","0","2_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 14:13:54 CST 2023","Thu Nov 09 14:13:54 CST 2023","0","995_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 16:32:38 CST 2023","Thu Nov 09 16:32:38 CST 2023","0","984_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:09:53 CST 2023","Thu Nov 09 20:09:53 CST 2023","0","455_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 18:49:20 CST 2023","Thu Nov 09 18:49:20 CST 2023","0","535_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 19:10:05 CST 2023","Thu Nov 09 19:10:05 CST 2023","0","756_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 22:44:30 CST 2023","Thu Nov 09 22:44:30 CST 2023","0","161_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:44:41 CST 2023","Thu Nov 09 20:44:41 CST 2023","0","89_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Wed Oct 18 23:36:02 CST 2023","Wed Oct 18 23:36:34 CST 2023","32049","410_testcase","test_login","TestLogin","","","登录127.0.0.1:62001","用户正常登录"
"broken","Thu Nov 09 20:13:04 CST 2023","Thu Nov 09 20:13:04 CST 2023","0","169_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:59:17 CST 2023","Thu Nov 09 11:59:17 CST 2023","0","861_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 17:50:43 CST 2023","Thu Nov 09 17:50:43 CST 2023","0","720_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 15:18:35 CST 2023","Thu Nov 09 15:18:35 CST 2023","0","547_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"failed","Thu Oct 19 16:38:49 CST 2023","Thu Oct 19 16:39:24 CST 2023","35696","523_testcase","test_login","TestLogin","","","登录127.0.0.1:62001","用户正常登录"
"broken","Thu Nov 09 19:27:22 CST 2023","Thu Nov 09 19:27:22 CST 2023","0","537_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"passed","Fri Nov 10 11:47:52 CST 2023","Fri Nov 10 11:48:20 CST 2023","28045","271_testcase","test_login","TestLogin","","","首页上滑D5F0218710007612","首页上滑"
"broken","Thu Nov 09 16:20:47 CST 2023","Thu Nov 09 16:20:47 CST 2023","0","525_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:43:31 CST 2023","Thu Nov 09 11:43:31 CST 2023","0","970_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 14:13:44 CST 2023","Thu Nov 09 14:13:44 CST 2023","0","627_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:58:49 CST 2023","Thu Nov 09 11:58:49 CST 2023","0","214_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:22:39 CST 2023","Thu Nov 09 20:22:39 CST 2023","0","72_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 11:45:53 CST 2023","Thu Nov 09 11:45:53 CST 2023","0","881_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 15:28:44 CST 2023","Thu Nov 09 15:28:44 CST 2023","0","228_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 14:52:05 CST 2023","Thu Nov 09 14:52:05 CST 2023","0","761_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"passed","Thu Oct 19 16:34:20 CST 2023","Thu Oct 19 16:34:36 CST 2023","15481","897_testcase","test_login","TestLogin","","","首页上滑127.0.0.1:62001","首页上滑"
"broken","Thu Nov 09 14:57:34 CST 2023","Thu Nov 09 14:57:34 CST 2023","0","130_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"failed","Fri Nov 10 11:45:55 CST 2023","Fri Nov 10 11:46:26 CST 2023","31364","96_testcase","test_login","TestLogin","","","登录D5F7N18327001530","用户正常登录"
"broken","Thu Nov 09 17:50:54 CST 2023","Thu Nov 09 17:50:54 CST 2023","0","132_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Wed Oct 18 23:15:25 CST 2023","Wed Oct 18 23:15:25 CST 2023","0","341_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 11:46:20 CST 2023","Thu Nov 09 11:46:20 CST 2023","0","145_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 14:02:04 CST 2023","Thu Nov 09 14:02:04 CST 2023","0","934_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 11:38:34 CST 2023","Thu Nov 09 11:38:34 CST 2023","0","668_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 20:46:09 CST 2023","Thu Nov 09 20:46:09 CST 2023","0","661_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Wed Oct 18 23:15:24 CST 2023","Wed Oct 18 23:15:24 CST 2023","0","317_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"broken","Thu Nov 09 16:19:31 CST 2023","Thu Nov 09 16:19:31 CST 2023","0","855_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"failed","Fri Nov 10 11:48:20 CST 2023","Fri Nov 10 11:48:48 CST 2023","28651","93_testcase","test_login","TestLogin","","","登录D5F7N18327001530","用户正常登录"
"broken","Thu Nov 09 14:08:28 CST 2023","Thu Nov 09 14:08:28 CST 2023","0","301_testcase","test_login","TestLogin","","","test_login","用户正常登录"
"broken","Thu Nov 09 18:48:07 CST 2023","Thu Nov 09 18:48:07 CST 2023","0","201_testcase","test_login","TestLogin","","","test_swipe","首页上滑"
"failed","Thu Oct 19 16:53:30 CST 2023","Thu Oct 19 16:54:06 CST 2023","36542","466_testcase","test_login","TestLogin","","","登录127.0.0.1:62001","用户正常登录"
"broken","Thu Nov 09 14:26:39 CST 2023","Thu Nov 09 14:26:39 CST 2023","0","716_testcase","test_login","TestLogin","","","test_login","用户正常登录"
